"Pérdidas en activos no corrientes y grupos enajenables de elementos mantenidos para la venta","Pèrdues en actius no corrents i grups alienables d'elements mantinguts per a la venda","860"
"Transferencia de beneficios en activos no corrientes y grupos enajenables de elementos mantenidos para la venta","Transferència de beneficis en actius no corrents i grups alienables d'elements mantinguts per a la venda","862"
"Gastos de participaciones en empresas del grupo o asociadas con ajustes valorativos positivos previos","Despeses de participacions en empreses del grup o associades amb ajustaments valoratius positius previs","89"
"Deterioro de participaciones en el patrimonio, empresas del grupo","Deteriorament de participacions en el patrimoni, empreses del grup","891"
"Deterioro de participaciones en el patrimonio, empresas asociadas","Deteriorament de participacions en el patrimoni, empreses associades","892"
"Ingresos imputados al patrimonio neto","Ingressos imputats al patrimoni net","9"
"Ingresos financieros por valoración de activos y pasivos","Ingressos financers per valoració d'actius i passius","90"
"Beneficios en activos financieros disponibles para la venta","Beneficis en actius financers disponibles per a la venda","900"
"Transferencia de pérdidas en activos financieros disponibles para la venta","Transferència de pèrdues d'actius financers disponibles per a la venda","902"
"Ingresos en operaciones de cobertura","Ingressos en operacions de cobertura","91"
"Beneficios por coberturas de flujos de efectivo","Beneficis per cobertures de fluxos d'efectiu","910"
"Beneficios por coberturas de inversiones netas en un negocio en el extranjero","Beneficis per cobertures d'una inversió neta en un negoci a l'estranger","911"
"Transferencia de pérdidas por coberturas de flujos de efectivo","Transferència de pèrdues per cobertures de fluxos d'efectiu","912"
"Transferencia de pérdidas por coberturas de inversiones netas en un negocio en el extranjero","Transferència de pèrdues per cobertures d'una inversió neta en un negoci a l'estranger","913"
"Ingresos por diferencias de conversión","Ingressos per diferències de conversió","92"
"Diferencias de conversión positivas","Diferències de conversió positives","920"
"Transferencia de diferencias de conversión negativas","Transferència de diferències de conversió negatives","921"
"Ingresoss por subvenciones, donaciones y legados","Ingressos per subvencions, donacions i llegats","94"
"Ingresos de subvenciones oficiales de capital","Ingressos de subvencions oficials de capital","940"
"Ingresos de donaciones y legados de capital","Ingressos de donacions i llegats de capital","941"
"Ingresos de otras subvenciones, donaciones y legados","Ingressos d'altres subvencions, donacions i llegats","942"
"Ingresos por ganancias actuariales y ajustes en los activos por retribuciones a largo plazo de prestación definida","Ingressos per guanys actuarials i ajustaments en els actius per retribucions a llarg termini de prestació definida","95"
"Ganancias actuariales","Guanys actuarials","950"
"Ajustes positivos en activos por retribuciones a largo plazo de prestación definida","Ajustaments positius en actius per retribucions a llarg termini de prestació definida","951"
"Ingresos por activos no corrientes en venta","Ingressos per actius no corrents en venda","96"
"Beneficios en activos no corrientes y grupos enajenables de elementos mantenidos para la venta","Beneficis en actius no corrents i grups alienables d'elements mantinguts per a la venda","960"
"Transferencia de pérdidas en activos no corrientes y grupos enajenables de elementos mantenidos para la venta","Transferència de pèrdues en actius no corrents i grups alienables d'elements mantinguts per a la venda","962"
"Ingresos de participaciones en empresas del grupo o asociadas con ajustes valorativos negativos previos","Ingressos de participacions en empreses del grup o associades amb ajustaments valoratius negatius previs","99"
"Recuperación de ajustes valorativos negativos previos, empresas del grupo","Recuperació d'ajustaments valoratius negatius previs, empreses del grup","991"
"Recuperación de ajustes valorativos negativos previos, empresas asociadas","Recuperació d'ajustaments valoratius negatius previs, empreses associades","992"
"Transferencia por deterioro de ajustes valorativos negativos previos, empresas del grupo","Transferència per deteriorament d'ajustaments valoratius negatius previs, empreses del grup","993"
"Transferencia por deterioro de ajustes valorativos negativos previos, empresas asociadas","Transferència per deteriorament d'ajustaments valoratius negatius previs, empreses associades","994"
